EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 18-01-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 RR   : precipitation amount in 0.1 mm
23-27 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, SOLTAU (STAID: 4652).
Blended and updated with sources: 128914 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   RR, Q_RR
128914,19320522,    0,    0
128914,19320523,    0,    0
128914,19320524,   72,    0
128914,19320525,    2,    0
128914,19320526,    0,    0
128914,19320527,   21,    0
128914,19320528,    0,    0
128914,19320529,   55,    0
128914,19320530,   40,    0
128914,19320531,   79,    0
128914,19320601,    3,    0
128914,19320602,    0,    0
128914,19320603,    0,    0
128914,19320604,    0,    0
128914,19320605,    0,    0
128914,19320606,    0,    0
128914,19320607,    0,    0
128914,19320608,    6,    0
128914,19320609,    0,    0
128914,19320610,    0,    0
128914,19320611,    0,    0
128914,19320612,    0,    0
128914,19320613,    0,    0
128914,19320614,    0,    0
128914,19320615,    0,    0
128914,19320616,    0,    0
128914,19320617,    4,    0
128914,19320618,    2,    0
128914,19320619,   17,    0
128914,19320620,    0,    0
128914,19320621,    2,    0
128914,19320622,   96,    0
128914,19320623,   28,    0
128914,19320624,    0,    0
128914,19320625,    0,    0
128914,19320626,    0,    0
128914,19320627,    0,    0
128914,19320628,    5,    0
128914,19320629,    0,    0
128914,19320630,    0,    0
128914,19320701,   87,    0
128914,19320702,    0,    0
128914,19320703,    0,    0
128914,19320704,    0,    0
128914,19320705,    0,    0
128914,19320706,   39,    0
128914,19320707,    0,    0
128914,19320708,    0,    0
128914,19320709,    0,    0
128914,19320710,    0,    0
128914,19320711,    0,    0
128914,19320712,   31,    0
128914,19320713,   14,    0
128914,19320714,   16,    0
128914,19320715,  318,    0
128914,19320716,  187,    0
128914,19320717,  100,    0
128914,19320718,    2,    0
128914,19320719,    0,    0
128914,19320720,    8,    0
128914,19320721,  201,    0
128914,19320722,   98,    0
128914,19320723,   15,    0
128914,19320724,    4,    0
128914,19320725,    0,    0
128914,19320726,   79,    0
128914,19320727,   13,    0
128914,19320728,   50,    0
128914,19320729,   86,    0
128914,19320730,    0,    0
128914,19320731,  132,    0
128914,19320801,    0,    0
128914,19320802,   15,    0
128914,19320803,    2,    0
128914,19320804,  141,    0
128914,19320805,    2,    0
128914,19320806,    1,    0
128914,19320807,    0,    0
128914,19320808,    0,    0
128914,19320809,   26,    0
128914,19320810,    0,    0
128914,19320811,    0,    0
128914,19320812,    0,    0
128914,19320813,   26,    0
128914,19320814,   12,    0
128914,19320815,   53,    0
128914,19320816,    0,    0
128914,19320817,    0,    0
128914,19320818,    0,    0
128914,19320819,    0,    0
128914,19320820,    0,    0
128914,19320821,   22,    0
128914,19320822,   16,    0
128914,19320823,    0,    0
128914,19320824,    0,    0
128914,19320825,    0,    0
128914,19320826,    0,    0
128914,19320827,    0,    0
128914,19320828,    0,    0
128914,19320829,    0,    0
128914,19320830,   49,    0
128914,19320831,   21,    0
128914,19320901,   40,    0
128914,19320902,   95,    0
128914,19320903,  184,    0
128914,19320904,    0,    0
128914,19320905,    0,    0
128914,19320906,   11,    0
128914,19320907,   86,    0
128914,19320908,    0,    0
128914,19320909,    0,    0
128914,19320910,   31,    0
128914,19320911,  103,    0
128914,19320912,   24,    0
128914,19320913,    0,    0
128914,19320914,    2,    0
128914,19320915,    2,    0
128914,19320916,    0,    0
128914,19320917,    1,    0
128914,19320918,   20,    0
128914,19320919,   62,    0
128914,19320920,    0,    0
128914,19320921,    4,    0
128914,19320922,   52,    0
128914,19320923,  319,    0
128914,19320924,   31,    0
128914,19320925,    0,    0
128914,19320926,   46,    0
128914,19320927,    0,    0
128914,19320928,    0,    0
128914,19320929,    0,    0
128914,19320930,    3,    0
128914,19321001,   59,    0
128914,19321002,   16,    0
128914,19321003,   12,    0
128914,19321004,   19,    0
128914,19321005,    2,    0
128914,19321006,    0,    0
128914,19321007,    0,    0
128914,19321008,   17,    0
128914,19321009,    4,    0
128914,19321010,    0,    0
128914,19321011,   13,    0
128914,19321012,    4,    0
128914,19321013,   56,    0
128914,19321014,  107,    0
128914,19321015,    1,    0
128914,19321016,  104,    0
128914,19321017,   30,    0
128914,19321018,  199,    0
128914,19321019,   14,    0
128914,19321020,  148,    0
128914,19321021,   92,    0
128914,19321022,    0,    0
128914,19321023,  127,    0
128914,19321024,    8,    0
128914,19321025,   46,    0
128914,19321026,  141,    0
128914,19321027,   31,    0
128914,19321028,   23,    0
128914,19321029,    3,    0
128914,19321030,   67,    0
128914,19321031,   11,    0
128914,19321101,   39,    0
128914,19321102,   20,    0
128914,19321103,   61,    0
128914,19321104,    1,    0
128914,19321105,   26,    0
128914,19321106,    0,    0
128914,19321107,   86,    0
128914,19321108,   10,    0
128914,19321109,    0,    0
128914,19321110,    0,    0
128914,19321111,    0,    0
128914,19321112,    0,    0
128914,19321113,    0,    0
128914,19321114,    0,    0
128914,19321115,    0,    0
128914,19321116,    1,    0
128914,19321117,    0,    0
128914,19321118,    0,    0
128914,19321119,    0,    0
128914,19321120,    6,    0
128914,19321121,   37,    0
128914,19321122,   46,    0
128914,19321123,   32,    0
128914,19321124,   78,    0
128914,19321125,   34,    0
128914,19321126,   25,    0
128914,19321127,    4,    0
128914,19321128,    1,    0
128914,19321129,    0,    0
128914,19321130,    2,    0
128914,19321201,    1,    0
128914,19321202,   18,    0
128914,19321203,   56,    0
128914,19321204,    0,    0
128914,19321205,    7,    0
128914,19321206,   18,    0
128914,19321207,   10,    0
128914,19321208,    0,    0
128914,19321209,    0,    0
128914,19321210,    0,    0
128914,19321211,    0,    0
128914,19321212,    0,    0
128914,19321213,    0,    0
128914,19321214,    0,    0
128914,19321215,    0,    0
128914,19321216,    0,    0
128914,19321217,    0,    0
128914,19321218,    0,    0
128914,19321219,    0,    0
128914,19321220,    0,    0
128914,19321221,    0,    0
128914,19321222,    0,    0
128914,19321223,    0,    0
128914,19321224,    1,    0
128914,19321225,    0,    0
128914,19321226,    0,    0
128914,19321227,    0,    0
128914,19321228,    0,    0
128914,19321229,    0,    0
128914,19321230,   18,    0
128914,19321231,   20,    0
128914,19330101,   25,    0
128914,19330102,    0,    0
128914,19330103,   15,    0
128914,19330104,   61,    0
128914,19330105,    2,    0
128914,19330106,   20,    0
128914,19330107,   23,    0
128914,19330108,   44,    0
128914,19330109,   31,    0
128914,19330110,    0,    0
128914,19330111,    1,    0
128914,19330112,    0,    0
128914,19330113,    0,    0
128914,19330114,    0,    0
128914,19330115,    0,    0
128914,19330116,    1,    0
128914,19330117,    0,    0
128914,19330118,    0,    0
128914,19330119,    0,    0
128914,19330120,    0,    0
128914,19330121,    0,    0
128914,19330122,    0,    0
128914,19330123,    0,    0
128914,19330124,    0,    0
128914,19330125,    0,    0
128914,19330126,    0,    0
128914,19330127,    0,    0
128914,19330128,    0,    0
128914,19330129,    0,    0
128914,19330130,   39,    0
128914,19330131,    2,    0
128914,19330201,   97,    0
128914,19330202,   21,    0
128914,19330203,   40,    0
128914,19330204,  139,    0
128914,19330205,   98,    0
128914,19330206,    4,    0
128914,19330207,    2,    0
128914,19330208,   14,    0
128914,19330209,   21,    0
128914,19330210,    0,    0
128914,19330211,   15,    0
128914,19330212,   18,    0
128914,19330213,   48,    0
128914,19330214,   47,    0
128914,19330215,   17,    0
128914,19330216,   20,    0
128914,19330217,   23,    0
128914,19330218,    2,    0
128914,19330219,    6,    0
128914,19330220,    0,    0
128914,19330221,   27,    0
128914,19330222,    3,    0
128914,19330223,    8,    0
128914,19330224,    0,    0
128914,19330225,    0,    0
128914,19330226,    0,    0
128914,19330227,    0,    0
128914,19330228,    0,    0
128914,19330301,    0,    0
128914,19330302,   30,    0
128914,19330303,  101,    0
128914,19330304,    0,    0
128914,19330305,    0,    0
128914,19330306,    0,    0
128914,19330307,    0,    0
128914,19330308,    0,    0
128914,19330309,    0,    0
128914,19330310,    0,    0
128914,19330311,    0,    0
128914,19330312,    0,    0
128914,19330313,    0,    0
128914,19330314,   16,    0
128914,19330315,    0,    0
128914,19330316,    5,    0
128914,19330317,    2,    0
128914,19330318,    5,    0
128914,19330319,  141,    0
128914,19330320,   73,    0
128914,19330321,    0,    0
128914,19330322,    0,    0
128914,19330323,    0,    0
128914,19330324,    0,    0
128914,19330325,    0,    0
128914,19330326,    0,    0
128914,19330327,    0,    0
128914,19330328,    0,    0
128914,19330329,    0,    0
128914,19330330,    0,    0
128914,19330331,    4,    0
128914,19330401,  126,    0
128914,19330402,   47,    0
128914,19330403,   87,    0
128914,19330404,    0,    0
128914,19330405,    0,    0
128914,19330406,    0,    0
128914,19330407,   15,    0
128914,19330408,    0,    0
128914,19330409,    4,    0
128914,19330410,   18,    0
128914,19330411,    6,    0
128914,19330412,    5,    0
128914,19330413,    0,    0
128914,19330414,    0,    0
128914,19330415,   57,    0
128914,19330416,    0,    0
128914,19330417,    0,    0
128914,19330418,    0,    0
128914,19330419,   17,    0
128914,19330420,    7,    0
128914,19330421,    0,    0
128914,19330422,    6,    0
128914,19330423,    3,    0
128914,19330424,    0,    0
128914,19330425,    0,    0
128914,19330426,    0,    0
128914,19330427,    0,    0
128914,19330428,    0,    0
128914,19330429,   10,    0
128914,19330430,   22,    0
128914,19330501,    0,    0
128914,19330502,    0,    0
128914,19330503,    0,    0
128914,19330504,    7,    0
128914,19330505,    0,    0
128914,19330506,   25,    0
128914,19330507,   13,    0
128914,19330508,   37,    0
128914,19330509,   21,    0
128914,19330510,   22,    0
128914,19330511,   11,    0
128914,19330512,   32,    0
128914,19330513,   33,    0
128914,19330514,   15,    0
128914,19330515,   13,    0
128914,19330516,   26,    0
128914,19330517,   12,    0
128914,19330518,    9,    0
128914,19330519,    1,    0
128914,19330520,    0,    0
128914,19330521,    0,    0
128914,19330522,    0,    0
128914,19330523,    0,    0
128914,19330524,    0,    0
128914,19330525,   11,    0
128914,19330526,    6,    0
128914,19330527,    0,    0
128914,19330528,    0,    0
128914,19330529,    0,    0
128914,19330530,   45,    0
128914,19330531,   29,    0
128914,19330601,    0,    0
128914,19330602,    0,    0
128914,19330603,    0,    0
128914,19330604,    0,    0
128914,19330605,    0,    0
128914,19330606,    0,    0
128914,19330607,    0,    0
128914,19330608,    0,    0
128914,19330609,   20,    0
128914,19330610,   30,    0
128914,19330611,   65,    0
128914,19330612,    0,    0
128914,19330613,    0,    0
128914,19330614,    0,    0
128914,19330615,    0,    0
128914,19330616,    0,    0
128914,19330617,   63,    0
128914,19330618,    0,    0
128914,19330619,    0,    0
128914,19330620,   20,    0
128914,19330621,   74,    0
128914,19330622,  314,    0
128914,19330623,  798,    0
128914,19330624,    3,    0
128914,19330625,    0,    0
128914,19330626,   10,    0
128914,19330627,   19,    0
128914,19330628,  126,    0
128914,19330629,  252,    0
128914,19330630,    0,    0
128914,19330701,    0,    0
128914,19330702,    0,    0
128914,19330703,    0,    0
128914,19330704,   15,    0
128914,19330705,    0,    0
128914,19330706,    0,    0
128914,19330707,    0,    0
128914,19330708,    0,    0
128914,19330709,   18,    0
128914,19330710,   58,    0
128914,19330711,   43,    0
128914,19330712,  113,    0
128914,19330713,  142,    0
128914,19330714,   10,    0
128914,19330715,    0,    0
128914,19330716,   37,    0
128914,19330717,   16,    0
128914,19330718,    0,    0
128914,19330719,    0,    0
128914,19330720,  168,    0
128914,19330721,   24,    0
128914,19330722,   34,    0
128914,19330723,    0,    0
128914,19330724,    0,    0
128914,19330725,    0,    0
128914,19330726,    0,    0
128914,19330727,    0,    0
128914,19330728,    4,    0
128914,19330729,   34,    0
128914,19330730,   46,    0
128914,19330731,   56,    0
128914,19330801,  104,    0
128914,19330802,    0,    0
128914,19330803,    0,    0
128914,19330804,    0,    0
128914,19330805,    0,    0
128914,19330806,    0,    0
128914,19330807,   76,    0
128914,19330808,    0,    0
128914,19330809,    0,    0
128914,19330810,    0,    0
128914,19330811,   21,    0
128914,19330812,   48,    0
128914,19330813,    0,    0
128914,19330814,    0,    0
128914,19330815,    4,    0
128914,19330816,  115,    0
128914,19330817,    5,    0
128914,19330818,    0,    0
128914,19330819,    0,    0
128914,19330820,   86,    0
128914,19330821,   17,    0
128914,19330822,   24,    0
128914,19330823,   58,    0
128914,19330824,   31,    0
128914,19330825,    0,    0
128914,19330826,    0,    0
128914,19330827,    0,    0
128914,19330828,    0,    0
128914,19330829,    0,    0
128914,19330830,    0,    0
128914,19330831,    0,    0
128914,19330901,   24,    0
128914,19330902,    5,    0
128914,19330903,    0,    0
128914,19330904,    0,    0
128914,19330905,    0,    0
128914,19330906,    0,    0
128914,19330907,    0,    0
128914,19330908,    0,    0
128914,19330909,    0,    0
128914,19330910,    0,    0
128914,19330911,    0,    0
128914,19330912,    0,    0
128914,19330913,  184,    0
128914,19330914,   34,    0
128914,19330915,   28,    0
128914,19330916,    0,    0
128914,19330917,    0,    0
128914,19330918,    0,    0
128914,19330919,    0,    0
128914,19330920,    0,    0
128914,19330921,   35,    0
128914,19330922,    0,    0
128914,19330923,    0,    0
128914,19330924,    0,    0
128914,19330925,    0,    0
128914,19330926,    0,    0
128914,19330927,    0,    0
128914,19330928,    0,    0
128914,19330929,    0,    0
128914,19330930,    0,    0
128914,19331001,    5,    0
128914,19331002,    0,    0
128914,19331003,    0,    0
128914,19331004,    0,    0
128914,19331005,   10,    0
128914,19331006,    0,    0
128914,19331007,   16,    0
128914,19331008,  109,    0
128914,19331009,    0,    0
128914,19331010,    0,    0
128914,19331011,    5,    0
128914,19331012,    0,    0
128914,19331013,    0,    0
128914,19331014,    0,    0
128914,19331015,    0,    0
128914,19331016,   47,    0
128914,19331017,   23,    0
128914,19331018,   14,    0
128914,19331019,    8,    0
128914,19331020,   12,    0
128914,19331021,    1,    0
128914,19331022,    0,    0
128914,19331023,    0,    0
128914,19331024,    0,    0
128914,19331025,   26,    0
128914,19331026,    5,    0
128914,19331027,   32,    0
128914,19331028,   16,    0
128914,19331029,   35,    0
128914,19331030,  155,    0
128914,19331031,   41,    0
128914,19331101,   69,    0
128914,19331102,  109,    0
128914,19331103,    0,    0
128914,19331104,    0,    0
128914,19331105,    0,    0
128914,19331106,   98,    0
128914,19331107,    1,    0
128914,19331108,    0,    0
128914,19331109,    0,    0
128914,19331110,    0,    0
128914,19331111,    7,    0
128914,19331112,    8,    0
128914,19331113,    2,    0
128914,19331114,    0,    0
128914,19331115,    0,    0
128914,19331116,    0,    0
128914,19331117,   33,    0
128914,19331118,    3,    0
128914,19331119,    1,    0
128914,19331120,    0,    0
128914,19331121,    0,    0
128914,19331122,    0,    0
128914,19331123,   13,    0
128914,19331124,    7,    0
128914,19331125,    0,    0
128914,19331126,    1,    0
128914,19331127,    1,    0
128914,19331128,    1,    0
128914,19331129,    0,    0
128914,19331130,   66,    0
128914,19331201,    5,    0
128914,19331202,    0,    0
128914,19331203,    0,    0
128914,19331204,    0,    0
128914,19331205,    0,    0
128914,19331206,   16,    0
128914,19331207,    0,    0
128914,19331208,    0,    0
128914,19331209,    0,    0
128914,19331210,    0,    0
128914,19331211,   21,    0
128914,19331212,    0,    0
128914,19331213,    0,    0
128914,19331214,   27,    0
128914,19331215,   16,    0
128914,19331216,    0,    0
128914,19331217,   11,    0
128914,19331218,    4,    0
128914,19331219,    2,    0
128914,19331220,    3,    0
128914,19331221,   13,    0
128914,19331222,    3,    0
128914,19331223,   13,    0
128914,19331224,    3,    0
128914,19331225,    4,    0
128914,19331226,    0,    0
128914,19331227,    5,    0
128914,19331228,   25,    0
128914,19331229,    0,    0
128914,19331230,   16,    0
128914,19331231,    0,    0
128914,19340101,    0,    0
128914,19340102,    1,    0
128914,19340103,    2,    0
128914,19340104,   33,    0
128914,19340105,   21,    0
128914,19340106,    0,    0
128914,19340107,    0,    0
128914,19340108,    8,    0
128914,19340109,    2,    0
128914,19340110,    0,    0
128914,19340111,    0,    0
128914,19340112,   54,    0
128914,19340113,   19,    0
128914,19340114,   75,    0
128914,19340115,   27,    0
128914,19340116,    5,    0
128914,19340117,   97,    0
128914,19340118,  125,    0
128914,19340119,   34,    0
128914,19340120,    0,    0
128914,19340121,    0,    0
128914,19340122,    0,    0
128914,19340123,    0,    0
128914,19340124,    0,    0
128914,19340125,    0,    0
128914,19340126,   41,    0
128914,19340127,   20,    0
128914,19340128,    2,    0
128914,19340129,    0,    0
128914,19340130,   14,    0
128914,19340131,   44,    0
128914,19340201,    0,    0
128914,19340202,    0,    0
128914,19340203,   27,    0
128914,19340204,    8,    0
128914,19340205,    5,    0
128914,19340206,   10,    0
128914,19340207,   10,    0
128914,19340208,    1,    0
128914,19340209,    0,    0
128914,19340210,    0,    0
128914,19340211,   32,    0
128914,19340212,    0,    0
128914,19340213,    0,    0
128914,19340214,    0,    0
128914,19340215,    0,    0
128914,19340216,    2,    0
128914,19340217,    0,    0
128914,19340218,    0,    0
128914,19340219,   26,    0
128914,19340220,  142,    0
128914,19340221,   72,    0
128914,19340222,    5,    0
128914,19340223,    0,    0
128914,19340224,    0,    0
128914,19340225,    6,    0
128914,19340226,   50,    0
128914,19340227,   38,    0
128914,19340228,    0,    0
128914,19340301,    0,    0
128914,19340302,    0,    0
128914,19340303,    6,    0
128914,19340304,    0,    0
128914,19340305,   21,    0
128914,19340306,  110,    0
128914,19340307,   37,    0
128914,19340308,   21,    0
128914,19340309,   18,    0
128914,19340310,    0,    0
128914,19340311,   36,    0
128914,19340312,    0,    0
128914,19340313,    5,    0
128914,19340314,    2,    0
128914,19340315,    0,    0
128914,19340316,    0,    0
128914,19340317,   27,    0
128914,19340318,   33,    0
128914,19340319,    0,    0
128914,19340320,    0,    0
128914,19340321,    0,    0
128914,19340322,    2,    0
128914,19340323,    0,    0
128914,19340324,    1,    0
128914,19340325,    2,    0
128914,19340326,    0,    0
128914,19340327,    0,    0
128914,19340328,   15,    0
128914,19340329,   68,    0
128914,19340330,    0,    0
128914,19340331,    0,    0
128914,19340401,    0,    0
128914,19340402,    0,    0
128914,19340403,    0,    0
128914,19340404,    0,    0
128914,19340405,    0,    0
128914,19340406,    0,    0
128914,19340407,    0,    0
128914,19340408,    0,    0
128914,19340409,    0,    0
128914,19340410,   19,    0
128914,19340411,    0,    0
128914,19340412,   27,    0
128914,19340413,   14,    0
128914,19340414,    0,    0
128914,19340415,    0,    0
128914,19340416,    6,    0
128914,19340417,    9,    0
128914,19340418,    0,    0
128914,19340419,    0,    0
128914,19340420,    3,    0
128914,19340421,    0,    0
128914,19340422,   10,    0
128914,19340423,   33,    0
128914,19340424,    2,    0
128914,19340425,    7,    0
128914,19340426,    0,    0
128914,19340427,    0,    0
128914,19340428,    0,    0
128914,19340429,    0,    0
128914,19340430,    0,    0
128914,19340501,    0,    0
128914,19340502,    0,    0
128914,19340503,   22,    0
128914,19340504,    0,    0
128914,19340505,    0,    0
128914,19340506,    0,    0
128914,19340507,  194,    0
128914,19340508,    1,    0
128914,19340509,    0,    0
128914,19340510,    0,    0
128914,19340511,    0,    0
128914,19340512,   20,    0
128914,19340513,   10,    0
128914,19340514,   27,    0
128914,19340515,   63,    0
128914,19340516,    0,    0
128914,19340517,   17,    0
128914,19340518,    0,    0
128914,19340519,    5,    0
128914,19340520,   11,    0
128914,19340521,    5,    0
128914,19340522,    0,    0
128914,19340523,    0,    0
128914,19340524,    0,    0
128914,19340525,    8,    0
128914,19340526,   11,    0
128914,19340527,   85,    0
128914,19340528,    3,    0
128914,19340529,    0,    0
128914,19340530,    0,    0
128914,19340531,    0,    0
128914,19340601,    0,    0
128914,19340602,    0,    0
128914,19340603,    0,    0
128914,19340604,   12,    0
128914,19340605,   27,    0
128914,19340606,    8,    0
128914,19340607,    0,    0
128914,19340608,    2,    0
128914,19340609,    0,    0
128914,19340610,    0,    0
128914,19340611,    0,    0
128914,19340612,    0,    0
128914,19340613,    0,    0
128914,19340614,   18,    0
128914,19340615,    0,    0
128914,19340616,    0,    0
128914,19340617,    0,    0
128914,19340618,   70,    0
128914,19340619,    0,    0
128914,19340620,   29,    0
128914,19340621,   61,    0
128914,19340622,   23,    0
128914,19340623,    0,    0
128914,19340624,   11,    0
128914,19340625,   44,    0
128914,19340626,   46,    0
128914,19340627,    0,    0
128914,19340628,    0,    0
128914,19340629,    0,    0
128914,19340630,    0,    0
128914,19340701,    0,    0
128914,19340702,    0,    0
128914,19340703,    0,    0
128914,19340704,    0,    0
128914,19340705,    0,    0
128914,19340706,    0,    0
128914,19340707,    0,    0
128914,19340708,    0,    0
128914,19340709,    0,    0
128914,19340710,    0,    0
128914,19340711,    0,    0
128914,19340712,    0,    0
128914,19340713,    0,    0
128914,19340714,    0,    0
128914,19340715,    0,    0
128914,19340716,    0,    0
128914,19340717,    0,    0
128914,19340718,    0,    0
128914,19340719,    0,    0
128914,19340720,    0,    0
128914,19340721,    0,    0
128914,19340722,    8,    0
128914,19340723,    0,    0
128914,19340724,    0,    0
128914,19340725,   12,    0
128914,19340726,  100,    0
128914,19340727,   51,    0
128914,19340728,   81,    0
128914,19340729,    0,    0
128914,19340730,    0,    0
128914,19340731,    0,    0
128914,19340801,    0,    0
128914,19340802,   67,    0
128914,19340803,    0,    0
128914,19340804,    0,    0
128914,19340805,    0,    0
128914,19340806,    0,    0
128914,19340807,    0,    0
128914,19340808,    0,    0
128914,19340809,   40,    0
128914,19340810,    0,    0
128914,19340811,    2,    0
128914,19340812,   20,    0
128914,19340813,  197,    0
128914,19340814,   10,    0
128914,19340815,    0,    0
128914,19340816,    0,    0
128914,19340817,    0,    0
128914,19340818,    0,    0
128914,19340819,    0,    0
128914,19340820,    0,    0
128914,19340821,    0,    0
128914,19340822,    0,    0
128914,19340823,    3,    0
128914,19340824,   14,    0
128914,19340825,   77,    0
128914,19340826,    0,    0
128914,19340827,    0,    0
128914,19340828,    0,    0
128914,19340829,   36,    0
128914,19340830,   29,    0
128914,19340831,   92,    0
128914,19340901,    0,    0
128914,19340902,    0,    0
128914,19340903,    0,    0
128914,19340904,    0,    0
128914,19340905,   49,    0
128914,19340906,    0,    0
128914,19340907,    0,    0
128914,19340908,    0,    0
128914,19340909,  154,    0
128914,19340910,    0,    0
128914,19340911,    0,    0
128914,19340912,    0,    0
128914,19340913,    0,    0
128914,19340914,    0,    0
128914,19340915,    0,    0
128914,19340916,    0,    0
128914,19340917,    0,    0
128914,19340918,    0,    0
128914,19340919,    0,    0
128914,19340920,    0,    0
128914,19340921,    0,    0
128914,19340922,   61,    0
128914,19340923,    0,    0
128914,19340924,   16,    0
128914,19340925,    2,    0
128914,19340926,    0,    0
128914,19340927,    0,    0
128914,19340928,    0,    0
128914,19340929,    0,    0
128914,19340930,    0,    0
128914,19341001,   16,    0
128914,19341002,   25,    0
128914,19341003,    0,    0
128914,19341004,    2,    0
128914,19341005,    0,    0
128914,19341006,    0,    0
128914,19341007,   11,    0
128914,19341008,    0,    0
128914,19341009,  100,    0
128914,19341010,    3,    0
128914,19341011,    0,    0
128914,19341012,   21,    0
128914,19341013,   76,    0
128914,19341014,  119,    0
128914,19341015,   96,    0
128914,19341016,   13,    0
128914,19341017,   37,    0
128914,19341018,   29,    0
128914,19341019,   33,    0
128914,19341020,    3,    0
128914,19341021,    4,    0
128914,19341022,    6,    0
128914,19341023,   61,    0
128914,19341024,    0,    0
128914,19341025,    0,    0
128914,19341026,    0,    0
128914,19341027,  102,    0
128914,19341028,    0,    0
128914,19341029,    2,    0
128914,19341030,    0,    0
128914,19341031,  167,    0
128914,19341101,    3,    0
128914,19341102,    0,    0
128914,19341103,    0,    0
128914,19341104,    0,    0
128914,19341105,    0,    0
128914,19341106,  193,    0
128914,19341107,  323,    0
128914,19341108,    0,    0
128914,19341109,    1,    0
128914,19341110,   19,    0
128914,19341111,   12,    0
128914,19341112,    0,    0
128914,19341113,    4,    0
128914,19341114,    0,    0
128914,19341115,    1,    0
128914,19341116,    0,    0
128914,19341117,    4,    0
128914,19341118,   11,    0
128914,19341119,    0,    0
128914,19341120,    0,    0
128914,19341121,    2,    0
128914,19341122,    1,    0
128914,19341123,   16,    0
128914,19341124,   12,    0
128914,19341125,    0,    0
128914,19341126,   17,    0
128914,19341127,    1,    0
128914,19341128,    0,    0
128914,19341129,    1,    0
128914,19341130,    0,    0
128914,19341201,    0,    0
128914,19341202,  170,    0
128914,19341203,  109,    0
128914,19341204,   68,    0
128914,19341205,   30,    0
128914,19341206,    0,    0
128914,19341207,    1,    0
128914,19341208,    0,    0
128914,19341209,    1,    0
128914,19341210,    6,    0
128914,19341211,    2,    0
128914,19341212,   28,    0
128914,19341213,    1,    0
128914,19341214,    1,    0
128914,19341215,    1,    0
128914,19341216,   15,    0
128914,19341217,    1,    0
128914,19341218,    1,    0
128914,19341219,    0,    0
128914,19341220,    0,    0
128914,19341221,    0,    0
128914,19341222,    7,    0
128914,19341223,    0,    0
128914,19341224,    0,    0
128914,19341225,    0,    0
128914,19341226,   36,    0
128914,19341227,   36,    0
128914,19341228,   21,    0
128914,19341229,    0,    0
128914,19341230,   42,    0
128914,19341231,   58,    0
128914,19350101,    6,    0
128914,19350102,    0,    0
128914,19350103,   43,    0
128914,19350104,   85,    0
128914,19350105,    0,    0
128914,19350106,    2,    0
128914,19350107,    0,    0
128914,19350108,    0,    0
128914,19350109,    0,    0
128914,19350110,    0,    0
128914,19350111,   14,    0
128914,19350112,   19,    0
128914,19350113,    9,    0
128914,19350114,    0,    0
128914,19350115,    8,    0
128914,19350116,   30,    0
128914,19350117,    0,    0
128914,19350118,    0,    0
128914,19350119,    0,    0
128914,19350120,   14,    0
128914,19350121,    6,    0
128914,19350122,    9,    0
128914,19350123,    6,    0
128914,19350124,   49,    0
128914,19350125,   89,    0
128914,19350126,    6,    0
128914,19350127,    0,    0
128914,19350128,    3,    0
128914,19350129,    0,    0
128914,19350130,   88,    0
128914,19350131,   51,    0
128914,19350201,  163,    0
128914,19350202,   63,    0
128914,19350203,    9,    0
128914,19350204,    0,    0
128914,19350205,  101,    0
128914,19350206,    8,    0
128914,19350207,    0,    0
128914,19350208,    0,    0
128914,19350209,    0,    0
128914,19350210,   33,    0
128914,19350211,    0,    0
128914,19350212,   19,    0
128914,19350213,   46,    0
128914,19350214,   41,    0
128914,19350215,  164,    0
128914,19350216,  195,    0
128914,19350217,   37,    0
128914,19350218,    0,    0
128914,19350219,    0,    0
128914,19350220,    0,    0
128914,19350221,    0,    0
128914,19350222,   26,    0
128914,19350223,    0,    0
128914,19350224,   27,    0
128914,19350225,   56,    0
128914,19350226,    4,    0
128914,19350227,    5,    0
128914,19350228,    4,    0
128914,19350301,    0,    0
128914,19350302,   11,    0
128914,19350303,    0,    0
128914,19350304,    0,    0
128914,19350305,   37,    0
128914,19350306,    0,    0
128914,19350307,    0,    0
128914,19350308,    0,    0
128914,19350309,    0,    0
128914,19350310,    0,    0
128914,19350311,    0,    0
128914,19350312,    0,    0
128914,19350313,    0,    0
128914,19350314,    0,    0
128914,19350315,    0,    0
128914,19350316,    0,    0
128914,19350317,    5,    0
128914,19350318,    6,    0
128914,19350319,    0,    0
128914,19350320,    0,    0
128914,19350321,    0,    0
128914,19350322,   55,    0
128914,19350323,   74,    0
128914,19350324,   34,    0
128914,19350325,   11,    0
128914,19350326,    0,    0
128914,19350327,    4,    0
128914,19350328,   27,    0
128914,19350329,    3,    0
128914,19350330,   24,    0
128914,19350331,   96,    0
128914,19350401,   36,    0
